129 28340.680000 48 Results/pf_bomctop_2_48_1.dat_129.out
137 28365.680000 48 Results/pf_bomctop_2_48_1.dat_137.out
2356 28522.680000 48 Results/pf_bomctop_2_48_1.dat_2356.out
402 27800.880000 48 Results/pf_bomctop_2_48_1.dat_402.out
195 28393.680000 48 Results/pf_bomctop_2_48_1.dat_195.out
6666 27690.880000 48 Results/pf_bomctop_2_48_1.dat_6666.out
429 27089.880000 48 Results/pf_bomctop_2_48_1.dat_429.out
762 28455.680000 48 Results/pf_bomctop_2_48_1.dat_762.out
887 27163.880000 48 Results/pf_bomctop_2_48_1.dat_887.out
843 21507.880000 48 Results/pf_bomctop_2_48_1.dat_843.out
999 27751.680000 48 Results/pf_bomctop_2_48_1.dat_999.out
7896 27197.080000 48 Results/pf_bomctop_2_48_1.dat_7896.out
332 28591.680000 48 Results/pf_bomctop_2_48_1.dat_332.out
34966 23005.680000 48 Results/pf_bomctop_2_48_1.dat_34966.out
287 28370.680000 48 Results/pf_bomctop_2_48_1.dat_287.out
2226 28099.680000 48 Results/pf_bomctop_2_48_1.dat_2226.out
4636 26983.280000 48 Results/pf_bomctop_2_48_1.dat_4636.out
555 28361.680000 48 Results/pf_bomctop_2_48_1.dat_555.out
58016 28417.680000 48 Results/pf_bomctop_2_48_1.dat_58016.out
57396 28462.680000 48 Results/pf_bomctop_2_48_1.dat_57396.out
17747.280000 28591.680000 27428.68
