129 15455.800000 48 Results/pf_bomctop_2_192_4.dat_129.out
137 12390.800000 48 Results/pf_bomctop_2_192_4.dat_137.out
2356 14875.200000 48 Results/pf_bomctop_2_192_4.dat_2356.out
402 14859.600000 48 Results/pf_bomctop_2_192_4.dat_402.out
195 14245.000000 48 Results/pf_bomctop_2_192_4.dat_195.out
6666 13999.400000 48 Results/pf_bomctop_2_192_4.dat_6666.out
429 13578.800000 48 Results/pf_bomctop_2_192_4.dat_429.out
762 13351.000000 48 Results/pf_bomctop_2_192_4.dat_762.out
887 12711.800000 48 Results/pf_bomctop_2_192_4.dat_887.out
843 14103.800000 48 Results/pf_bomctop_2_192_4.dat_843.out
999 14050.200000 48 Results/pf_bomctop_2_192_4.dat_999.out
7896 12508.200000 48 Results/pf_bomctop_2_192_4.dat_7896.out
332 14533.200000 48 Results/pf_bomctop_2_192_4.dat_332.out
34966 15369.400000 48 Results/pf_bomctop_2_192_4.dat_34966.out
287 13250.000000 48 Results/pf_bomctop_2_192_4.dat_287.out
2226 16430.200000 48 Results/pf_bomctop_2_192_4.dat_2226.out
4636 10283.000000 48 Results/pf_bomctop_2_192_4.dat_4636.out
555 13167.800000 48 Results/pf_bomctop_2_192_4.dat_555.out
58016 13427.200000 48 Results/pf_bomctop_2_192_4.dat_58016.out
57396 11987.800000 48 Results/pf_bomctop_2_192_4.dat_57396.out
4751.400000 16430.200000 13728.91
