129 897796.506296 26 quality.out
137 999424.344311 21 quality.out
2356 859054.235059 26 quality.out
402 859158.540406 14 quality.out
195 873504.471933 24 quality.out
6666 859054.235059 35 quality.out
429 859054.235059 19 quality.out
762 859054.235059 27 quality.out
887 979333.239372 21 quality.out
843 859054.235059 20 quality.out
999 859054.235059 16 quality.out
7896 859054.235059 23 quality.out
332 859054.235059 23 quality.out
34966 859054.235059 23 quality.out
287 859158.540406 21 quality.out
2226 859054.235059 21 quality.out
4636 999424.344311 29 quality.out
555 859054.235059 26 quality.out
58016 859054.235059 17 quality.out
57396 865795.460894 21 quality.out
999424.344311
