129 422304.000000 48 quality.out
137 412704.000000 48 quality.out
2356 446595.000000 48 quality.out
402 380665.000000 48 quality.out
195 454176.000000 48 quality.out
6666 425206.000000 48 quality.out
429 394351.000000 48 quality.out
762 452920.000000 48 quality.out
887 428369.000000 48 quality.out
843 437969.000000 48 quality.out
999 431964.000000 48 quality.out
7896 431369.000000 48 quality.out
332 432894.000000 48 quality.out
34966 445364.000000 48 quality.out
287 430601.000000 48 quality.out
2226 417796.000000 48 quality.out
4636 447696.000000 48 quality.out
555 451001.000000 48 quality.out
58016 380999.000000 48 quality.out
57396 441564.000000 48 quality.out
454176.000000
