129 1819543.646491 34 quality.out
137 1819543.646491 28 quality.out
2356 1846068.400637 28 quality.out
402 2583627.854048 38 quality.out
195 1852126.369703 27 quality.out
6666 1819543.646491 39 quality.out
429 1843088.655208 43 quality.out
762 1763231.066301 38 quality.out
887 1706935.199698 26 quality.out
843 1972127.170502 33 quality.out
999 1927115.300622 17 quality.out
7896 2108437.164794 30 quality.out
332 2081588.146970 30 quality.out
34966 1752267.634558 21 quality.out
287 1846068.400637 35 quality.out
2226 1940874.764913 28 quality.out
4636 2270673.677423 37 quality.out
555 1904774.229169 25 quality.out
58016 1940874.764913 31 quality.out
57396 1775549.802775 27 quality.out
2583627.854048
