129 4611414.934950 21 quality.out
137 2302617.616005 11 quality.out
2356 2302617.616005 16 quality.out
402 3898254.990168 17 quality.out
195 4507564.594391 14 quality.out
6666 2562035.634800 17 quality.out
429 2302617.616005 14 quality.out
762 3384230.262705 17 quality.out
887 9209062.600339 12 quality.out
843 3593361.312117 16 quality.out
999 3882965.239116 15 quality.out
7896 2302617.616005 11 quality.out
332 2302617.616005 17 quality.out
34966 2302617.616005 11 quality.out
287 2640456.508058 13 quality.out
2226 2302617.616005 15 quality.out
4636 4594307.530872 13 quality.out
555 2302617.616005 13 quality.out
58016 4029450.869496 14 quality.out
57396 2302617.616005 12 quality.out
9209062.600339
