129 408011.000000 48 quality.out
137 370262.000000 48 quality.out
2356 377425.000000 48 quality.out
402 384909.000000 48 quality.out
195 389956.000000 48 quality.out
6666 383871.000000 48 quality.out
429 328777.000000 48 quality.out
762 373230.000000 48 quality.out
887 391959.000000 48 quality.out
843 381384.000000 48 quality.out
999 364803.000000 48 quality.out
7896 387820.000000 48 quality.out
332 424740.000000 48 quality.out
34966 380387.000000 48 quality.out
287 366897.000000 48 quality.out
2226 378097.000000 48 quality.out
4636 383413.000000 48 quality.out
555 365242.000000 48 quality.out
58016 366000.000000 48 quality.out
57396 406587.000000 48 quality.out
424740.000000
