129 625093.000000 48 quality.out
137 577196.000000 48 quality.out
2356 618348.000000 48 quality.out
402 614970.000000 48 quality.out
195 605389.000000 48 quality.out
6666 601781.000000 48 quality.out
429 595196.000000 48 quality.out
762 593287.000000 48 quality.out
887 585923.000000 48 quality.out
843 604127.000000 48 quality.out
999 603513.000000 48 quality.out
7896 587961.000000 48 quality.out
332 609600.000000 48 quality.out
34966 628369.000000 48 quality.out
287 590384.000000 48 quality.out
2226 639517.000000 48 quality.out
4636 550991.000000 48 quality.out
555 589181.000000 48 quality.out
58016 602890.000000 48 quality.out
57396 571189.000000 48 quality.out
639517.000000
