11.330000 39706.030230
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
12.140000 42525.852015
12.980000 45500.834861
12.980000 45500.834861
13.240000 46403.983916
13.240000 46403.983916
10.450000 36611.822096
11.620000 40706.406964
11.620000 40706.406964
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
13.240000 46403.983916
13.240000 46403.983916
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
12.710000 44526.259132
13.160000 46105.776563
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
11.680000 40919.155326
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
13.160000 46105.776563
13.240000 46403.983916
13.240000 46403.983916
11.550000 40462.493726
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
12.400000 43436.834314
12.850000 45026.835472
13.060000 45752.136611
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
12.140000 42525.852015
12.950000 45361.436968
13.240000 46403.931789
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
13.240000 46403.983916
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
11.680000 40925.963769
