129 1819543.646491 34 Results/pf_Instance26.dat_129.out
137 1819543.646491 28 Results/pf_Instance26.dat_137.out
2356 1846068.400637 28 Results/pf_Instance26.dat_2356.out
402 2583627.854048 38 Results/pf_Instance26.dat_402.out
195 1852126.369703 27 Results/pf_Instance26.dat_195.out
6666 1819543.646491 39 Results/pf_Instance26.dat_6666.out
429 1843088.655208 43 Results/pf_Instance26.dat_429.out
762 1763231.066301 38 Results/pf_Instance26.dat_762.out
887 1706935.199698 26 Results/pf_Instance26.dat_887.out
843 1972127.170502 33 Results/pf_Instance26.dat_843.out
999 1927115.300622 17 Results/pf_Instance26.dat_999.out
7896 2108437.164794 30 Results/pf_Instance26.dat_7896.out
332 2081588.146970 30 Results/pf_Instance26.dat_332.out
34966 1752267.634558 21 Results/pf_Instance26.dat_34966.out
287 1846068.400637 35 Results/pf_Instance26.dat_287.out
2226 1940874.764913 28 Results/pf_Instance26.dat_2226.out
4636 2270673.677423 37 Results/pf_Instance26.dat_4636.out
555 1904774.229169 25 Results/pf_Instance26.dat_555.out
58016 1940874.764913 31 Results/pf_Instance26.dat_58016.out
57396 1775549.802775 27 Results/pf_Instance26.dat_57396.out
 2583627.854048 1928702.97
