# This file contains the data of initial population
# of objectives = 2, # of constraints = 0, # of real_var = 3, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.868000e+01	6.543340e+04	0.000000e+00	0.000000e+00	0.000000e+00	1.494597e-153	13	1.000000e+14
2.120000e+01	7.427006e+04	0.000000e+00	0.000000e+00	0.000000e+00	2.968987e-260	36	1.000000e+14
2.459000e+01	8.613100e+04	0.000000e+00	0.000000e+00	0.000000e+00	5.391773e-62	80	1.000000e+14
2.556000e+01	8.953483e+04	0.000000e+00	0.000000e+00	0.000000e+00	4.046815e-86	89	1.000000e+14
2.538000e+01	8.892499e+04	0.000000e+00	0.000000e+00	0.000000e+00	4.046836e-86	87	1.000000e+14
1.991000e+01	6.977670e+04	0.000000e+00	0.000000e+00	0.000000e+00	1.575638e-153	25	1.000000e+14
2.426000e+01	8.500591e+04	0.000000e+00	0.000000e+00	0.000000e+00	1.867514e-153	78	1.000000e+14
1.830000e+01	6.415086e+04	0.000000e+00	0.000000e+00	0.000000e+00	1.867514e-153	11	1.000000e+14
1.579000e+01	5.531909e+04	0.000000e+00	0.000000e+00	0.000000e+00	1.650213e-153	4	1.000000e+14
2.461000e+01	8.622214e+04	0.000000e+00	0.000000e+00	0.000000e+00	3.003679e-67	81	1.000000e+14
2.870000e+01	1.005774e+05	0.000000e+00	0.000000e+00	0.000000e+00	1.198774e-71	97	1.000000e+14
2.165000e+01	7.583301e+04	0.000000e+00	0.000000e+00	0.000000e+00	2.967407e-260	44	1.000000e+14
2.168000e+01	7.595651e+04	0.000000e+00	0.000000e+00	0.000000e+00	5.766590e-245	45	1.000000e+14
1.825000e+01	6.398504e+04	0.000000e+00	0.000000e+00	0.000000e+00	6.995171e-77	10	1.000000e+14
2.706000e+01	9.476742e+04	0.000000e+00	0.000000e+00	0.000000e+00	1.351883e-153	94	1.000000e+14
2.316000e+01	8.111697e+04	0.000000e+00	0.000000e+00	0.000000e+00	4.586471e-72	68	1.000000e+14
2.206000e+01	7.728441e+04	0.000000e+00	0.000000e+00	0.000000e+00	4.586471e-72	53	1.000000e+14
2.438000e+01	8.543101e+04	0.000000e+00	0.000000e+00	0.000000e+00	4.587576e-72	79	1.000000e+14
2.137000e+01	7.486563e+04	0.000000e+00	0.000000e+00	0.000000e+00	1.718347e-153	39	1.000000e+14
2.255000e+01	7.901795e+04	0.000000e+00	0.000000e+00	0.000000e+00	2.968993e-260	64	1.000000e+14
1.670000e+01	5.851723e+04	0.000000e+00	0.000000e+00	0.000000e+00	4.852142e-245	6	1.000000e+14
2.687000e+01	9.413589e+04	0.000000e+00	0.000000e+00	0.000000e+00	1.471540e-76	93	1.000000e+14
1.841000e+01	6.451235e+04	0.000000e+00	0.000000e+00	0.000000e+00	2.966613e-260	12	1.000000e+14
2.401000e+01	8.414050e+04	0.000000e+00	0.000000e+00	0.000000e+00	6.991909e-77	75	1.000000e+14
2.401000e+01	8.409209e+04	0.000000e+00	0.000000e+00	0.000000e+00	4.376659e-245	74	1.000000e+14
2.168000e+01	7.595742e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	46	1.000000e+14
2.735000e+01	9.584054e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	95	1.000000e+14
1.893000e+01	6.629677e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	15	1.000000e+14
1.809000e+01	6.337480e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9	1.000000e+14
1.925000e+01	6.742379e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	17	1.000000e+14
2.411000e+01	8.443983e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	76	1.000000e+14
2.109000e+01	7.388645e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	34	1.000000e+14
2.231000e+01	7.816780e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	59	1.000000e+14
2.035000e+01	7.130542e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	26	1.000000e+14
1.324000e+01	4.640398e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2	1.000000e+14
2.191000e+01	7.675944e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	50	1.000000e+14
1.944000e+01	6.811682e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	22	1.000000e+14
1.409000e+01	4.937183e+04	0.000000e+00	0.000000e+00	0.000000e+00	5.209478e-319	3	1.000000e+14
2.517000e+01	8.819339e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	86	1.000000e+14
2.107000e+01	7.380559e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	33	1.000000e+14
