129 30934.200000 48 Results/pf_bomctop_2_216_9.dat_129.out
137 34704.200000 48 Results/pf_bomctop_2_216_9.dat_137.out
2356 34506.200000 48 Results/pf_bomctop_2_216_9.dat_2356.out
402 33797.200000 48 Results/pf_bomctop_2_216_9.dat_402.out
195 29646.200000 48 Results/pf_bomctop_2_216_9.dat_195.out
6666 31348.200000 48 Results/pf_bomctop_2_216_9.dat_6666.out
429 31510.200000 48 Results/pf_bomctop_2_216_9.dat_429.out
762 30996.200000 48 Results/pf_bomctop_2_216_9.dat_762.out
887 32489.200000 48 Results/pf_bomctop_2_216_9.dat_887.out
843 29421.200000 48 Results/pf_bomctop_2_216_9.dat_843.out
999 29910.200000 48 Results/pf_bomctop_2_216_9.dat_999.out
7896 34002.200000 48 Results/pf_bomctop_2_216_9.dat_7896.out
332 33009.200000 48 Results/pf_bomctop_2_216_9.dat_332.out
34966 30505.200000 48 Results/pf_bomctop_2_216_9.dat_34966.out
287 31287.200000 48 Results/pf_bomctop_2_216_9.dat_287.out
2226 33276.200000 48 Results/pf_bomctop_2_216_9.dat_2226.out
4636 34729.200000 48 Results/pf_bomctop_2_216_9.dat_4636.out
555 30886.200000 48 Results/pf_bomctop_2_216_9.dat_555.out
58016 29185.200000 48 Results/pf_bomctop_2_216_9.dat_58016.out
57396 30627.200000 48 Results/pf_bomctop_2_216_9.dat_57396.out
7922.200000 34729.200000 31838.55
