129 7970.400000 48 Results/pf_bomctop_2_144_8.dat_129.out
137 7020.000000 48 Results/pf_bomctop_2_144_8.dat_137.out
2356 10637.400000 48 Results/pf_bomctop_2_144_8.dat_2356.out
402 4714.000000 48 Results/pf_bomctop_2_144_8.dat_402.out
195 12271.800000 48 Results/pf_bomctop_2_144_8.dat_195.out
6666 9250.600000 48 Results/pf_bomctop_2_144_8.dat_6666.out
429 5425.600000 48 Results/pf_bomctop_2_144_8.dat_429.out
762 11556.400000 48 Results/pf_bomctop_2_144_8.dat_762.out
887 9710.600000 48 Results/pf_bomctop_2_144_8.dat_887.out
843 10661.000000 48 Results/pf_bomctop_2_144_8.dat_843.out
999 10062.000000 48 Results/pf_bomctop_2_144_8.dat_999.out
7896 10007.600000 48 Results/pf_bomctop_2_144_8.dat_7896.out
332 8829.600000 48 Results/pf_bomctop_2_144_8.dat_332.out
34966 11028.200000 48 Results/pf_bomctop_2_144_8.dat_34966.out
287 9780.200000 48 Results/pf_bomctop_2_144_8.dat_287.out
2226 7787.200000 48 Results/pf_bomctop_2_144_8.dat_2226.out
4636 11197.800000 48 Results/pf_bomctop_2_144_8.dat_4636.out
555 11799.800000 48 Results/pf_bomctop_2_144_8.dat_555.out
58016 5048.000000 48 Results/pf_bomctop_2_144_8.dat_58016.out
57396 11012.400000 48 Results/pf_bomctop_2_144_8.dat_57396.out
11643.000000 12271.800000 9288.53
